IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2018,true,,,,,,,,,,,,,27,,,39,,17,27 [39 – 17],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2018,true,,,,,,,,,,,,,27,,,39,,18,27 [39 – 18],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2018,true,,,,,,,,,,,,,27,,,40,,17,27 [40 – 17],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,ARG,Argentina,Year,2018,true,,,,,,,,,,,,,27,,,41,,16,27 [41 – 16],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2018,true,,,,,,,,,,,,,27,,,41,,16,27 [41 – 16],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2018,true,,,,,,,,,,,,,27,,,41,,16,27 [41 – 16],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,NAM,Namibia,Year,2018,true,,,,,,,,,,,,,27,,,41,,16,27 [41 – 16],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2018,true,,,,,,,,,,,,,27,,,41,,16,27 [41 – 16],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,GRD,Grenada,Year,2018,true,,,,,,,,,,,,,28,,,42,,18,28 [42 – 18],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,SUR,Suriname,Year,2018,true,,,,,,,,,,,,,28,,,42,,18,28 [42 – 18],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2018,true,,,,,,,,,,,,,28,,,42,,18,28 [42 – 18],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,MLI,Mali,Year,2018,true,,,,,,,,,,,,,29,,,39,,21,29 [39 – 21],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2018,true,,,,,,,,,,,,,29,,,40,,19,29 [40 – 19],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,TCD,Chad,Year,2018,true,,,,,,,,,,,,,29,,,43,,18,29 [43 – 18],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2018,true,,,,,,,,,,,,,29,,,44,,17,29 [44 – 17],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2018,true,,,,,,,,,,,,,30,,,40,,21,30 [40 – 21],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,COL,Colombia,Year,2018,true,,,,,,,,,,,,,30,,,40,,22,30 [40 – 22],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,MWI,Malawi,Year,2018,true,,,,,,,,,,,,,30,,,41,,21,30 [41 – 21],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2018,true,,,,,,,,,,,,,30,,,41,,21,30 [41 – 21],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,GUY,Guyana,Year,2018,true,,,,,,,,,,,,,31,,,45,,20,31 [45 – 20],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2018,true,,,,,,,,,,,,,31,,,47,,18,31 [47 – 18],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2018,true,,,,,,,,,,,,,31,,,52,,16,31 [52 – 16],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,EUR,Europe,Country,TUR,Turkey,Year,2018,true,,,,,,,,,,,,,32,,,45,,22,32 [45 – 22],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2018,true,,,,,,,,,,,,,33,,,48,,21,33 [48 – 21],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2018,true,,,,,,,,,,,,,33,,,50,,20,33 [50 – 20],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,BWA,Botswana,Year,2018,true,,,,,,,,,,,,,34,,,52,,20,34 [52 – 20],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,SEAR,South-East Asia,Country,IND,India,Year,2018,true,,,,,,,,,,,,,35,,,47,,23,35 [47 – 23],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2018,true,,,,,,,,,,,,,35,,,47,,24,35 [47 – 24],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2018,true,,,,,,,,,,,,,35,,,51,,21,35 [51 – 21],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2018,true,,,,,,,,,,,,,36,,,51,,23,36 [51 – 23],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2018,true,,,,,,,,,,,,,37,,,50,,25,37 [50 – 25],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,GIN,Guinea,Year,2018,true,,,,,,,,,,,,,37,,,51,,24,37 [51 – 24],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2018,true,,,,,,,,,,,,,37,,,55,,23,37 [55 – 23],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,PER,Peru,Year,2018,true,,,,,,,,,,,,,38,,,47,,31,38 [47 – 31],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,KEN,Kenya,Year,2018,true,,,,,,,,,,,,,38,,,50,,27,38 [50 – 27],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2018,true,,,,,,,,,,,,,38,,,50,,27,38 [50 – 27],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2018,true,,,,,,,,,,,,,38,,,50,,27,38 [50 – 27],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2018,true,,,,,,,,,,,,,38,,,50,,28,38 [50 – 28],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,AGO,Angola,Year,2018,true,,,,,,,,,,,,,38,,,53,,25,38 [53 – 25],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2018,true,,,,,,,,,,,,,38,,,53,,25,38 [53 – 25],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,CMR,Cameroon,Year,2018,true,,,,,,,,,,,,,39,,,53,,27,39 [53 – 27],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2018,true,,,,,,,,,,,,,39,,,56,,24,39 [56 – 24],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,BDI,Burundi,Year,2018,true,,,,,,,,,,,,,40,,,55,,27,40 [55 – 27],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2018,true,,,,,,,,,,,,,40,,,57,,25,40 [57 – 25],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2018,true,,,,,,,,,,,,,40,,,62,,21,40 [62 – 21],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2018,true,,,,,,,,,,,,,41,,,55,,29,41 [55 – 29],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,GAB,Gabon,Year,2018,true,,,,,,,,,,,,,41,,,58,,27,41 [58 – 27],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2018,true,,,,,,,,,,,,,41,,,61,,23,41 [61 – 23],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2018,true,,,,,,,,,,,,,42,,,53,,32,42 [53 – 32],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,LBR,Liberia,Year,2018,true,,,,,,,,,,,,,43,,,56,,30,43 [56 – 30],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2018,true,,,,,,,,,,,,,43,,,60,,27,43 [60 – 27],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,UGA,Uganda,Year,2018,true,,,,,,,,,,,,,45,,,57,,34,45 [57 – 34],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2018,true,,,,,,,,,,,,,46,,,61,,32,46 [61 – 32],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2018,true,,,,,,,,,,,,,46,,,63,,30,46 [63 – 30],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2018,true,,,,,,,,,,,,,47,,,61,,34,47 [61 – 34],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2018,true,,,,,,,,,,,,,47,,,64,,31,47 [64 – 31],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2018,true,,,,,,,,,,,,,50,,,62,,37,50 [62 – 37],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2018,true,,,,,,,,,,,,,50,,,67,,33,50 [67 – 33],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2018,true,,,,,,,,,,,,,51,,,65,,36,51 [65 – 36],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2018,true,,,,,,,,,,,,,52,,,69,,35,52 [69 – 35],,,EN,2021-05-05T21:00:00.000Z
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2018,true,,,,,,,,,,,,,53,,,70,,35,53 [70 – 35],,,EN,2021-05-05T21:00:00.000Z
